Date,Time,DHT11_Temp,DHT11_Humidity,Soil Moisture,CPU_Temperature
5/18/2022,10:11:09,50.4,95,1926.88172,55.504
5/18/2022,10:11:12,50.4,95,1933.13783,54.53
5/18/2022,10:11:16,50.4,95,1933.13783,55.504
5/18/2022,10:11:18,50.4,95,1939.393939,56.478
5/18/2022,10:11:21,50.4,95,1926.88172,55.504
5/18/2022,10:11:23,50.4,95,1933.13783,55.991
5/18/2022,10:11:25,50.4,95,1920.625611,55.991
5/18/2022,10:11:27,50.4,95,1926.88172,55.504
5/18/2022,10:11:30,50.4,95,1920.625611,55.017
5/18/2022,10:11:32,50.4,95,1920.625611,55.504
5/18/2022,10:11:34,50.4,95,1926.88172,56.478
5/18/2022,10:11:36,50.4,95,1926.88172,55.504
5/18/2022,10:11:39,50.4,95,1920.625611,55.504
5/18/2022,10:11:41,50.4,95,1914.369501,55.017
5/18/2022,10:11:43,50.4,95,1920.625611,55.991
5/18/2022,10:11:46,50.4,95,1920.625611,55.017
5/18/2022,10:11:48,50.4,95,1920.625611,55.991
5/18/2022,10:11:50,50.4,95,1920.625611,56.478
5/18/2022,10:11:52,50.4,95,1933.13783,55.991
5/18/2022,10:11:55,50.4,95,1920.625611,56.965
5/18/2022,10:11:57,50.4,95,1920.625611,55.017
5/18/2022,10:11:59,50.4,95,1926.88172,55.504
5/18/2022,10:12:01,50.4,95,1926.88172,55.504
5/18/2022,10:12:04,50.4,95,1926.88172,55.504
5/18/2022,10:12:06,50.4,95,1920.625611,56.478
5/18/2022,10:12:08,50.4,95,1920.625611,55.504
5/18/2022,10:12:10,50.4,95,1926.88172,55.504
5/18/2022,10:12:13,50.4,95,1920.625611,55.504
5/18/2022,10:12:15,50.4,95,1926.88172,55.504
5/18/2022,10:12:17,50.4,95,1926.88172,55.504
5/18/2022,10:12:19,50.4,95,1920.625611,55.504
5/18/2022,10:12:22,50.4,95,1914.369501,55.017
5/18/2022,10:12:24,50.4,95,1920.625611,55.504
5/18/2022,10:12:26,50.4,95,1920.625611,55.991
5/18/2022,10:12:28,50.4,95,1920.625611,55.991
5/18/2022,10:12:31,50.4,95,1926.88172,55.504
5/18/2022,10:12:33,50.4,95,1920.625611,55.017
5/18/2022,10:12:35,50.4,95,1920.625611,55.504
5/18/2022,10:12:38,50.4,95,1926.88172,55.991
5/18/2022,10:12:42,50.4,95,1920.625611,55.504
5/18/2022,10:12:44,50.4,95,1920.625611,56.478
5/18/2022,10:12:47,50.4,95,1914.369501,55.504
5/18/2022,10:12:49,50.4,95,1926.88172,55.991
5/18/2022,10:12:51,50.4,95,1920.625611,55.504
5/18/2022,10:12:56,50.4,95,1926.88172,55.504
5/18/2022,10:12:58,50.4,95,1920.625611,55.991
5/18/2022,10:13:00,50.4,95,1920.625611,55.991
5/18/2022,10:13:02,50.4,95,1908.113392,55.504
5/18/2022,10:13:05,50.4,95,1908.113392,55.991
5/18/2022,10:13:07,50.4,95,1914.369501,55.504
5/18/2022,10:13:09,50.4,95,1908.113392,55.017
5/18/2022,10:13:11,50.4,95,1908.113392,55.504
5/18/2022,10:13:14,50.4,95,1914.369501,55.017
5/18/2022,10:13:16,50.4,95,1920.625611,56.478
5/18/2022,10:13:21,50.4,95,1914.369501,55.017
5/18/2022,10:13:23,50.4,95,1914.369501,55.017
5/18/2022,10:13:25,50.4,95,1920.625611,54.53
5/18/2022,10:13:27,50.4,95,1914.369501,55.017
5/18/2022,10:13:30,50.4,95,1908.113392,55.017
5/18/2022,10:13:32,50.4,95,1920.625611,55.991
5/18/2022,10:13:34,50.4,95,1914.369501,55.991
5/18/2022,10:13:36,50.4,95,1920.625611,55.017
5/18/2022,10:13:39,50.4,95,1920.625611,55.991
5/18/2022,10:13:41,50.4,95,1920.625611,55.017
5/18/2022,10:13:43,50.4,95,1914.369501,55.504
5/18/2022,10:13:45,50.4,95,1926.88172,55.991
5/18/2022,10:13:48,50.4,95,1914.369501,55.017
5/18/2022,10:13:50,50.4,95,1920.625611,55.504
5/18/2022,10:13:52,50.4,95,1920.625611,55.991
5/18/2022,10:13:54,50.4,95,1920.625611,54.53
5/18/2022,10:13:57,50.4,95,1920.625611,55.017
5/18/2022,10:13:59,50.4,95,1926.88172,55.504
5/18/2022,10:14:01,50.4,95,1920.625611,55.991
5/18/2022,10:14:04,50.4,95,1920.625611,55.504
5/18/2022,10:14:06,50.4,95,1926.88172,55.017
5/18/2022,10:14:08,50.4,95,1920.625611,55.504
5/18/2022,10:14:10,50.4,95,1920.625611,55.991
5/18/2022,10:14:13,50.4,95,1920.625611,55.504
5/18/2022,10:14:15,50.4,95,1920.625611,55.504
5/18/2022,10:14:17,50.4,95,1914.369501,55.991
5/18/2022,10:14:19,50.4,95,1926.88172,55.504
5/18/2022,10:14:22,50.4,95,1920.625611,54.53
5/18/2022,10:14:24,50.4,95,1926.88172,55.504
5/18/2022,10:14:26,50.4,95,1914.369501,55.504
5/18/2022,10:14:28,50.4,95,1920.625611,55.504
5/18/2022,10:14:31,50.4,95,1926.88172,55.017
5/18/2022,10:14:33,50.4,95,1926.88172,55.504
5/18/2022,10:14:35,50.4,95,1926.88172,55.504
5/18/2022,10:14:37,50.4,95,1920.625611,55.991
5/18/2022,10:14:40,50.4,95,1926.88172,55.504
5/18/2022,10:14:44,50.4,95,1920.625611,55.991
5/18/2022,10:14:47,50.4,95,1914.369501,55.991
5/18/2022,10:14:49,50.4,95,1926.88172,55.991
5/18/2022,10:14:51,50.4,95,1926.88172,55.017
5/18/2022,10:14:53,50.4,95,1926.88172,55.017
5/18/2022,10:14:58,50.4,95,1920.625611,55.991
5/18/2022,10:15:00,50.4,95,1920.625611,56.478
5/18/2022,10:15:02,50.4,95,1926.88172,56.478
5/18/2022,10:15:05,50.4,95,1914.369501,55.991
5/18/2022,10:15:07,50.4,95,1926.88172,56.478
5/18/2022,10:15:09,50.4,95,1926.88172,56.478
5/18/2022,10:15:11,50.4,95,1914.369501,55.504
5/18/2022,10:15:14,50.4,95,1920.625611,56.478
5/18/2022,10:15:16,50.4,95,1920.625611,55.991
5/18/2022,10:15:18,50.4,95,1920.625611,56.478
5/18/2022,10:15:20,50.4,95,1926.88172,55.504
5/18/2022,10:15:23,50.4,95,1920.625611,55.504
5/18/2022,10:15:25,50.4,95,1914.369501,55.991
5/18/2022,10:15:27,50.4,95,1926.88172,54.53
5/18/2022,10:15:30,50.4,95,1920.625611,55.504
5/18/2022,10:15:32,50.4,95,1926.88172,55.504
5/18/2022,10:15:34,50.4,95,1933.13783,54.53
5/18/2022,10:15:39,50.4,95,1920.625611,55.504
5/18/2022,10:15:41,50.4,95,1920.625611,55.991
5/18/2022,10:15:43,50.4,95,1926.88172,55.504
5/18/2022,10:15:45,50.4,95,1926.88172,55.504
5/18/2022,10:15:48,50.4,95,1920.625611,55.017
5/18/2022,10:15:50,50.4,95,1920.625611,55.017
5/18/2022,10:15:52,50.4,95,1926.88172,55.017
5/18/2022,10:15:54,50.4,95,1926.88172,54.53
5/18/2022,10:15:57,50.4,95,1926.88172,55.017
5/18/2022,10:15:59,50.4,95,1933.13783,55.504
5/18/2022,10:16:01,50.4,95,1920.625611,55.991
5/18/2022,10:16:03,50.4,95,1920.625611,55.504
5/18/2022,10:16:06,50.4,95,1926.88172,55.017
5/18/2022,10:16:08,50.4,95,1926.88172,55.504
5/18/2022,10:16:10,50.4,95,1920.625611,55.991
5/18/2022,10:16:13,50.4,95,1926.88172,55.017
5/18/2022,10:16:19,50.4,95,1926.88172,55.017
5/18/2022,10:16:22,50.4,95,1926.88172,55.991
5/18/2022,10:16:24,50.4,95,1926.88172,54.53
5/18/2022,10:16:26,50.4,95,1926.88172,55.017
5/18/2022,10:16:28,50.4,95,1926.88172,55.504
5/18/2022,10:16:31,50.4,95,1926.88172,55.504
5/18/2022,10:16:33,50.4,95,1920.625611,54.53
5/18/2022,10:16:35,50.4,95,1926.88172,55.504
5/18/2022,10:16:37,50.4,95,1926.88172,55.504
5/18/2022,10:16:40,50.4,95,1933.13783,55.991
5/18/2022,10:16:42,50.4,95,1920.625611,55.504
5/18/2022,10:16:44,50.4,95,1920.625611,55.017
5/18/2022,10:16:46,50.4,95,1920.625611,55.504
5/18/2022,10:16:49,50.4,95,1926.88172,55.017
5/18/2022,10:16:51,50.4,95,1920.625611,55.017
5/18/2022,10:16:53,50.4,95,1926.88172,54.53
5/18/2022,10:16:55,50.4,95,1933.13783,54.043
5/18/2022,10:16:58,50.4,95,1926.88172,55.991
5/18/2022,10:17:00,50.4,95,1920.625611,55.504
5/18/2022,10:17:05,50.4,95,1920.625611,55.504
5/18/2022,10:17:11,50.4,95,1926.88172,54.53
5/18/2022,10:17:14,50.4,95,1920.625611,55.017
5/18/2022,10:17:16,50.4,95,1920.625611,55.991
5/18/2022,10:17:18,50.4,95,1914.369501,54.043
5/18/2022,10:17:20,50.4,95,1920.625611,55.504
5/18/2022,10:17:23,50.4,95,1914.369501,54.53
5/18/2022,10:17:27,50.4,95,1920.625611,55.017
5/18/2022,10:17:29,50.4,95,1926.88172,55.504
5/18/2022,10:17:32,50.4,95,1920.625611,55.017
5/18/2022,10:17:34,50.4,95,1914.369501,56.478
5/18/2022,10:17:36,50.4,95,1920.625611,55.991
5/18/2022,10:17:38,50.4,95,1920.625611,55.017
5/18/2022,10:17:41,50.4,95,1926.88172,55.504
5/18/2022,10:17:43,50.4,95,1914.369501,54.53
5/18/2022,10:17:45,50.4,95,1926.88172,55.017
5/18/2022,10:17:48,50.4,95,1920.625611,54.53
5/18/2022,10:17:50,50.4,95,1914.369501,54.53
5/18/2022,10:17:52,50.4,95,1914.369501,54.53
5/18/2022,10:17:59,50.4,95,1914.369501,54.53
5/18/2022,10:18:01,50.4,95,1914.369501,53.556
5/18/2022,10:18:03,50.4,95,1920.625611,54.043
5/18/2022,10:18:06,50.4,95,1914.369501,54.53
5/18/2022,10:18:08,50.4,95,1914.369501,55.504
5/18/2022,10:18:10,50.4,95,1914.369501,54.53
5/18/2022,10:18:12,50.4,95,1914.369501,54.043
5/18/2022,10:18:15,50.4,95,1926.88172,53.556
5/18/2022,10:18:17,50.4,95,1920.625611,53.556
5/18/2022,10:18:19,50.4,95,1914.369501,55.017
5/18/2022,10:18:21,50.4,95,1920.625611,54.043
5/18/2022,10:18:24,50.4,95,1914.369501,54.53
5/18/2022,10:18:26,50.4,95,1920.625611,54.53
5/18/2022,10:18:28,50.4,95,1914.369501,54.53
5/18/2022,10:18:30,50.4,95,1914.369501,54.53
5/18/2022,10:18:33,50.4,95,1914.369501,54.043
5/18/2022,10:18:35,50.4,95,1926.88172,54.043
5/18/2022,10:18:37,50.4,95,1926.88172,54.53
5/18/2022,10:18:40,50.4,95,1914.369501,54.53
5/18/2022,10:18:42,50.4,95,1920.625611,54.043
5/18/2022,10:18:44,50.4,95,1926.88172,54.043
5/18/2022,10:18:46,50.4,95,1920.625611,54.043
5/18/2022,10:18:49,50.4,95,1920.625611,54.043
5/18/2022,10:18:51,50.4,95,1920.625611,53.556
5/18/2022,10:18:55,50.4,95,1920.625611,54.043
5/18/2022,10:19:00,50.4,95,1920.625611,54.53
5/18/2022,10:19:04,50.4,95,1920.625611,54.53
5/18/2022,10:19:07,50.4,95,1920.625611,54.53
5/18/2022,10:19:09,50.4,95,1920.625611,54.043
5/18/2022,10:19:11,50.4,95,1926.88172,54.043
5/18/2022,10:19:13,50.4,95,1920.625611,55.017
5/18/2022,10:19:16,50.4,95,1926.88172,54.53
5/18/2022,10:19:18,50.4,95,1920.625611,55.504
5/18/2022,10:19:20,50.4,95,1926.88172,54.043
5/18/2022,10:19:23,50.4,95,1920.625611,53.069
5/18/2022,10:19:25,50.4,95,1920.625611,54.53
5/18/2022,10:19:27,50.4,95,1920.625611,54.53
5/18/2022,10:19:29,50.4,95,1920.625611,54.53
5/18/2022,10:19:32,50.4,95,1926.88172,54.043
5/18/2022,10:19:34,50.4,95,1926.88172,54.043
5/18/2022,10:19:36,50.4,95,1920.625611,54.043
5/18/2022,10:19:38,50.4,95,1920.625611,53.556
5/18/2022,10:19:41,50.4,95,1920.625611,53.069
5/18/2022,10:19:43,50.4,95,1920.625611,53.069
5/18/2022,10:19:45,50.4,95,1926.88172,54.043
5/18/2022,10:19:47,50.4,95,1926.88172,53.069
5/18/2022,10:19:50,50.4,95,1926.88172,54.043
5/18/2022,10:19:52,50.4,95,1939.393939,53.556
5/18/2022,10:19:54,50.4,95,1926.88172,54.53
5/18/2022,10:19:56,50.4,95,1926.88172,54.043
5/18/2022,10:19:59,50.4,95,1926.88172,55.017
5/18/2022,10:20:01,50.4,95,1926.88172,53.556
5/18/2022,10:20:03,50.4,95,1933.13783,54.043
5/18/2022,10:20:06,50.4,95,1926.88172,53.556
5/18/2022,10:20:08,50.4,95,1926.88172,55.017
5/18/2022,10:20:15,50.4,95,1926.88172,54.043
5/18/2022,10:20:17,50.4,95,1926.88172,53.556
5/18/2022,10:20:19,50.4,95,1933.13783,53.556
5/18/2022,10:20:21,50.4,95,1933.13783,54.043
5/18/2022,10:20:24,50.4,95,1933.13783,53.556
5/18/2022,10:20:26,50.4,95,1926.88172,54.53
5/18/2022,10:20:28,50.4,95,1933.13783,54.53
5/18/2022,10:20:30,50.4,95,1933.13783,54.043
5/18/2022,10:20:33,50.4,95,1926.88172,54.043
5/18/2022,10:20:35,50.4,95,1926.88172,53.556
5/18/2022,10:20:39,50.4,95,1926.88172,53.069
5/18/2022,10:20:42,50.4,95,1926.88172,54.53
5/18/2022,10:20:44,50.4,95,1920.625611,53.556
5/18/2022,10:20:46,50.4,95,1933.13783,53.556
5/18/2022,10:20:48,50.4,95,1933.13783,54.043
5/18/2022,10:20:51,50.4,95,1926.88172,54.53
5/18/2022,10:20:53,50.4,95,1926.88172,53.556
5/18/2022,10:20:55,50.4,95,1926.88172,54.043
5/18/2022,10:20:58,50.4,95,1926.88172,54.043
5/18/2022,10:21:00,50.4,95,1926.88172,53.069
5/18/2022,10:21:02,50.4,95,1939.393939,54.043
5/18/2022,10:21:04,50.4,95,1920.625611,55.017
5/18/2022,10:21:07,50.4,95,1933.13783,53.069
5/18/2022,10:21:09,50.4,95,1933.13783,54.53
5/18/2022,10:21:11,50.4,95,1933.13783,53.069
5/18/2022,10:21:13,50.4,95,1933.13783,54.043
5/18/2022,10:21:16,50.4,95,1933.13783,54.043
5/18/2022,10:21:18,50.4,95,1933.13783,54.043
5/18/2022,10:21:20,50.4,95,1926.88172,54.043
5/18/2022,10:21:22,50.4,95,1933.13783,53.556
5/18/2022,10:21:25,50.4,95,1926.88172,54.53
5/18/2022,10:21:27,50.4,95,1939.393939,55.017
5/18/2022,10:21:29,50.4,95,1926.88172,53.556
5/18/2022,10:21:31,50.4,95,1926.88172,53.556
5/18/2022,10:21:34,50.4,95,1933.13783,54.043
5/18/2022,10:21:36,50.4,95,1933.13783,54.53
5/18/2022,10:21:38,50.4,95,1926.88172,54.043
5/18/2022,10:21:41,50.4,95,1926.88172,53.069
5/18/2022,10:21:43,50.4,95,1926.88172,53.556
5/18/2022,10:21:47,50.4,95,1933.13783,55.017
5/18/2022,10:21:50,50.4,95,1933.13783,53.556
5/18/2022,10:21:52,50.4,95,1926.88172,54.043
5/18/2022,10:21:54,50.4,95,1933.13783,54.043
5/18/2022,10:21:56,50.4,95,1926.88172,55.017
5/18/2022,10:21:59,50.4,95,1933.13783,53.556
5/18/2022,10:22:01,50.4,95,1926.88172,54.53
5/18/2022,10:22:03,50.4,95,1926.88172,54.043
5/18/2022,10:22:05,50.4,95,1933.13783,53.556
5/18/2022,10:22:08,50.4,95,1926.88172,53.556
5/18/2022,10:22:10,50.4,95,1933.13783,53.556
5/18/2022,10:22:12,50.4,95,1926.88172,54.043
5/18/2022,10:22:14,50.4,95,1933.13783,54.043
5/18/2022,10:22:17,50.4,95,1926.88172,55.017
5/18/2022,10:22:19,50.4,95,1920.625611,53.069
5/18/2022,10:22:21,50.4,95,1926.88172,53.556
5/18/2022,10:22:24,50.4,95,1926.88172,54.043
5/18/2022,10:22:26,50.4,95,1926.88172,54.53
5/18/2022,10:22:28,50.4,95,1933.13783,53.556
5/18/2022,10:22:30,50.4,95,1926.88172,54.043
5/18/2022,10:22:33,50.4,95,1926.88172,54.53
5/18/2022,10:22:35,50.4,95,1926.88172,53.556
5/18/2022,10:22:37,50.4,95,1920.625611,55.017
5/18/2022,10:22:39,50.4,95,1933.13783,54.043
5/18/2022,10:22:44,50.4,95,1933.13783,54.53
5/18/2022,10:22:46,50.4,95,1926.88172,53.556
5/18/2022,10:22:48,50.4,95,1920.625611,54.53
5/18/2022,10:22:51,50.4,95,1926.88172,54.043
5/18/2022,10:22:53,50.4,95,1926.88172,53.556
5/18/2022,10:22:55,50.4,95,1926.88172,53.556
5/18/2022,10:22:57,50.4,95,1926.88172,54.53
5/18/2022,10:23:00,50.4,95,1933.13783,53.556
5/18/2022,10:23:02,50.4,95,1920.625611,53.556
5/18/2022,10:23:04,50.4,95,1926.88172,53.069
5/18/2022,10:23:09,50.4,95,1920.625611,53.069
5/18/2022,10:23:11,50.4,95,1926.88172,54.043
5/18/2022,10:23:13,50.4,95,1933.13783,54.53
5/18/2022,10:23:16,50.4,95,1914.369501,54.53
5/18/2022,10:23:20,50.4,95,1914.369501,54.53
5/18/2022,10:23:22,50.4,95,1908.113392,53.556
5/18/2022,10:23:25,50.4,95,1914.369501,54.043
5/18/2022,10:23:27,50.4,95,1908.113392,53.556
5/18/2022,10:23:29,50.4,95,1914.369501,54.043
5/18/2022,10:23:31,50.4,95,1920.625611,54.043
5/18/2022,10:23:34,50.4,95,1914.369501,54.043
5/18/2022,10:23:36,50.4,95,1914.369501,54.043
5/18/2022,10:23:38,50.4,95,1914.369501,53.556
5/18/2022,10:23:40,50.4,95,1908.113392,53.069
5/18/2022,10:23:43,50.4,95,1914.369501,54.043
5/18/2022,10:23:45,50.4,95,1914.369501,53.556
5/18/2022,10:23:47,50.4,95,1914.369501,54.043
5/18/2022,10:23:50,50.4,95,1914.369501,54.043
5/18/2022,10:23:52,50.4,95,1914.369501,55.017
5/18/2022,10:23:54,50.4,95,1914.369501,54.53
5/18/2022,10:23:56,50.4,95,1914.369501,53.069
5/18/2022,10:23:59,50.4,95,1920.625611,54.043
5/18/2022,10:24:01,50.4,95,1908.113392,54.53
5/18/2022,10:24:03,50.4,95,1908.113392,54.043
5/18/2022,10:24:05,50.4,95,1914.369501,53.556
5/18/2022,10:24:08,50.4,95,1908.113392,53.556
5/18/2022,10:24:10,50.4,95,1908.113392,53.069
5/18/2022,10:24:12,50.4,95,1908.113392,54.043
5/18/2022,10:24:14,50.4,95,1908.113392,54.043
5/18/2022,10:24:17,50.4,95,1908.113392,54.043
5/18/2022,10:24:23,50.4,95,1914.369501,55.017
5/18/2022,10:24:26,50.4,95,1914.369501,55.017
5/18/2022,10:24:28,50.4,95,1914.369501,54.53
5/18/2022,10:24:30,50.4,95,1920.625611,54.043
5/18/2022,10:24:33,50.4,95,1914.369501,54.53
5/18/2022,10:24:35,50.4,95,1914.369501,53.556
5/18/2022,10:24:37,50.4,95,1914.369501,54.53
5/18/2022,10:24:39,50.4,95,1914.369501,53.069
5/18/2022,10:24:42,50.4,95,1914.369501,53.556
5/18/2022,10:24:44,50.4,95,1914.369501,53.556
5/18/2022,10:24:46,50.4,95,1908.113392,53.069
5/18/2022,10:24:48,50.4,95,1914.369501,52.582
5/18/2022,10:24:51,50.4,95,1914.369501,54.53
5/18/2022,10:24:53,50.4,95,1908.113392,53.556
5/18/2022,10:24:55,50.4,95,1914.369501,54.043
5/18/2022,10:24:57,50.4,95,1914.369501,54.53
5/18/2022,10:25:00,50.4,95,1908.113392,54.043
5/18/2022,10:25:02,50.4,95,1914.369501,54.043
5/18/2022,10:25:04,50.4,95,1914.369501,54.043
5/18/2022,10:25:06,50.4,95,1914.369501,54.043
5/18/2022,10:25:09,50.4,95,1914.369501,54.043
5/18/2022,10:25:11,50.4,95,1914.369501,53.556
5/18/2022,10:25:13,50.4,95,1914.369501,54.53
5/18/2022,10:25:16,50.4,95,1914.369501,54.043
5/18/2022,10:25:18,50.4,95,1908.113392,53.069
5/18/2022,10:25:20,50.4,95,1908.113392,54.043
5/18/2022,10:25:22,50.4,95,1920.625611,54.53
5/18/2022,10:25:25,50.4,95,1920.625611,53.556
5/18/2022,10:25:27,50.4,95,1914.369501,53.556
5/18/2022,10:25:29,50.4,95,1914.369501,54.043
5/18/2022,10:25:31,50.4,95,1920.625611,54.043
5/18/2022,10:25:34,50.4,95,1908.113392,53.069
5/18/2022,10:25:36,50.4,95,1908.113392,53.556
5/18/2022,10:25:40,50.4,95,1908.113392,53.556
5/18/2022,10:25:43,50.4,95,1908.113392,53.556
5/18/2022,10:25:45,50.4,95,1908.113392,53.556
5/18/2022,10:25:47,50.4,95,1908.113392,53.556
5/18/2022,10:25:49,50.4,95,1914.369501,53.069
5/18/2022,10:25:52,50.4,95,1908.113392,52.582
5/18/2022,10:25:54,50.4,95,1914.369501,53.069
5/18/2022,10:25:56,50.4,95,1908.113392,54.043
5/18/2022,10:25:59,50.4,95,1914.369501,53.556
5/18/2022,10:26:01,50.4,95,1908.113392,54.53
5/18/2022,10:26:03,50.4,95,1914.369501,54.53
5/18/2022,10:26:08,50.4,95,1908.113392,53.556
5/18/2022,10:26:10,50.4,95,1908.113392,54.043
5/18/2022,10:26:14,50.4,95,1908.113392,54.043
5/18/2022,10:26:17,50.4,95,1908.113392,53.069
5/18/2022,10:26:19,50.4,95,1908.113392,53.556
5/18/2022,10:26:23,50.4,95,1908.113392,53.556
5/18/2022,10:26:26,50.4,95,1908.113392,53.556
5/18/2022,10:26:32,50.4,95,1914.369501,52.582
5/18/2022,10:26:35,50.4,95,1914.369501,53.556
5/18/2022,10:26:37,50.4,95,1908.113392,53.069
5/18/2022,10:26:39,50.4,95,1914.369501,53.556
5/18/2022,10:26:42,50.4,95,1914.369501,53.556
5/18/2022,10:26:44,50.4,95,1914.369501,53.069
5/18/2022,10:26:46,50.4,95,1914.369501,53.556
5/18/2022,10:26:48,50.4,95,1914.369501,53.069
5/18/2022,10:26:51,50.4,95,1908.113392,53.556
5/18/2022,10:26:53,50.4,95,1914.369501,53.556
5/18/2022,10:26:55,50.4,95,1914.369501,53.556
5/18/2022,10:26:57,50.4,95,1914.369501,54.043
5/18/2022,10:27:00,50.4,95,1914.369501,54.043
5/18/2022,10:27:02,50.4,95,1920.625611,53.069
5/18/2022,10:27:04,50.4,95,1908.113392,53.069
